extra_1,ошибки,домен,домен_корр,бе,бе_корр,цфо,мвз,суперпродукт,продукт_1с_ух,фин_клиент,ключевой_клиент,направление,екдр,pl_ручной_ввод,статья_pl,организация,домен_от_контрагента,бе_от_контрагента,контрагент,l_контрагент_1с_ух,id_сделки,бизнес_категория,проект,l_проект_1с_ух,проект_1с_ух_наименование,тип_проекта_1с_ух,комментарий,отв,ставка_ндс,не_рассчитывать_cf,cf_поквартально,cf_в_каком_месяце_признавать,смещение_сумм_cf_мес,pl_jan,pl_feb,pl_mar,pl_apr,pl_may,pl_jun,pl_jul,pl_aug,pl_sep,pl_oct,pl_nov,pl_dec,pl_fy,статья_cf_кодификатор,статья_cf_корректировка,статья_cf,cf_jan,cf_feb,cf_mar,cf_apr,cf_may,cf_jun,cf_jul,cf_aug,cf_sep,cf_oct,cf_nov,cf_dec,cf_fy,extra_64,extra_65,extra_66,extra_67,extra_68
#1000,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,Процессинг,Продление подписки (лицензий)и техподдержки системы предотвращения утечек (DLP)Cyber Protego до 400 пользователей,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,1967213.1147541,0,0,1967213.1147541,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,0,0,0,0,0,0,0,2400000,0,0,2400000,11020000,CF02010000,1967213.1147541,2400000,CF02
#1001,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Техподдержка Крипто-Про Ngate до 1000 пользователей,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,1639344.2622951,1639344.2622951,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,11020000,CF02010000,1639344.2622951,2000000,CF02
#1002,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,"Сертификат технической поддержки IDM ""Аванпост"" 2 года",\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,745901.63934426,745901.63934426,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,0,0,0,0,0,0,0,0,0,910000,910000,11020000,CF02010000,745901.63934426,910000,CF02
#1003,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,"Сертификат технической поддержки PKI ""Аванпост"" 2 года",\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,0,983606.55737705,983606.55737705,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000,11020000,CF02010000,983606.55737705,1200000,CF02
#1004,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПРОЕКТ КОФЛ VH,МУЛЬТИКАРТА_11_ПРОЕКТ КОФЛ VH,Процессинг,Поддержка Российских платежных криптографических модулей HSM КриптоПро,\N,0.22,true,false,\N,0,0,0,0,0,13483606.557377,0,0,0,0,5532786.8852459,0,0,19016393.442623,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,0,0,16450000,0,0,0,0,6750000,0,0,23200000,11020000,CF02010000,19016393.4426229,23200000,CF02
#1005,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,_____Приобретение расширенной техподдержки от интегратора на СПМ JetDetective,\N,0.22,true,false,\N,0,562055.73770492,0,0,562055.73770492,0,0,702459.01639344,0,0,702459.01639344,0,0,2529029.5081967,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,685708,0,0,685708,0,0,857000,0,0,857000,0,0,3085416,11020000,CF02010000,1966973.7704917998,2399708,CF02
#1006,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,_____Поддержка имеющихся лицензий К+ (TranzWare),\N,0.22,true,false,\N,0,0,0,13327790.163934,0,0,13327790.163934,0,0,13327790.163934,0,0,13327790.163934,53311160.655738,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,16259904,0,0,16259904,0,0,16259904,0,0,16259904,65039616,11020000,CF02010000,53311160.655736,65039616,CF02
#1007,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,_____Поддержка имеющихся лицензий К+ (TranzAxis),\N,0.22,true,false,\N,0,0,0,11812805.737705,0,0,11812805.737705,0,0,11812805.737705,0,0,11812805.737705,47251222.95082,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,14411623,0,0,14411623,0,0,14411623,0,0,14411623,57646492,11020000,CF02010000,47251222.95082,57646492,CF02
#1008,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ПРОЕКТ КОФЛ VH,МУЛЬТИКАРТА_11_ПРОЕКТ КОФЛ VH,Процессинг,_____Перевод технической авторизации эмиссии ВТБ на МК (Лицензионная емкость для эмитентов)___,\N,0.22,true,false,\N,0,0,0,2272868.852459,0,0,2272868.852459,0,0,2272868.852459,0,0,2272868.852459,9091475.4098361,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,2772900,0,0,2772900,0,0,2772900,0,0,2772900,11091600,11020000,CF02010000,9091475.409836,11091600,CF02
#1009,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ВТБ БЕЛАРУСЬ,МУЛЬТИКАРТА_11_ВТБ БЕЛАРУСЬ,Процессинг,_____Поддержка имеющихся лицензий для ВТБ Беларусь (БЕЛКАРТ),\N,0.22,true,false,\N,0,0,0,575710.6557377,0,0,575710.6557377,0,0,575710.6557377,0,0,575710.6557377,2302842.6229508,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,702367,0,0,702367,0,0,702367,0,0,702367,2809468,11020000,CF02010000,2302842.6229508,2809468,CF02
#1010,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,СУТС ВТБ (АТМ+POS)_____,\N,0.22,true,false,\N,0,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,622540.98360656,7470491.8032787,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,759500,759500,759500,759500,759500,759500,759500,759500,759500,759500,759500,759500,9114000,11020000,CF02010000,6225409.836065601,7595000,CF02
#1011,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент развития технологий,Департамент развития технологий,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,СУТС ПБ (POS)_____,\N,0.22,true,false,\N,0,170901.63934426,170901.63934426,170901.63934426,170901.63934426,170901.63934426,170901.63934426,170901.63934426,170901.63934426,0,0,0,0,1367213.1147541,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,208500,208500,208500,208500,208500,208500,208500,208500,0,0,0,0,1668000,11020000,CF02010000,1025409.83606556,1251000,CF02
#1012,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля качества,Департамент контроля качества,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Системы тестирования ПЦ___ Тех поддержка________,\N,0.22,true,false,\N,0,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,343994.26229508,4127931.147541,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,419673,419673,419673,419673,419673,419673,419673,419673,419673,419673,419673,419673,5036076,11020000,CF02010000,3439942.6229507993,4196730,CF02
#1013,Не заполнен Фин.клиент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",Домен Сервионика,БЕ Сервионика,\N,СЕРВИОНИКА ООО,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Поддержка СУБД_____,\N,0.22,true,false,\N,0,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,599097.33611111,7189168.0333333,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,2192696.2501667,0,0,2192696.2501667,0,0,2192696.2501667,0,0,2192696.2501667,8770785.0006667,11020000,CF02010000,5990973.3611111,8770785.0006668,CF02
#1014,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Договор № SSP240229OL1 от 26___03___2024,Договор № SSP240229OL1 от 26___03___2024,Прочий сервис,Поддержка ПО маршрутизаторов УС,\N,0.22,true,false,\N,0,0,0,1229508.1967213,0,0,1229508.1967213,0,0,1229508.1967213,0,0,1229508.1967213,4918032.7868852,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,1500000,0,0,1500000,0,0,1500000,0,0,1500000,6000000,11020000,CF02010000,4918032.7868852,6000000,CF02
#1015,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22020200 | Техническая поддержка систем,\N,22020200 | Техническая поддержка систем,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Департамент процессинга_Бюджет МВЗ,Мультикарта_Департамент процессинга_Бюджет МВЗ,Внутренние проекты,Поддержка ПО ЭДО (Диадок)_____,\N,0,true,false,\N,0,0,0,125000,0,0,125000,0,0,125000,0,0,125000,500000,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,125000,0,0,125000,0,0,125000,0,0,125000,500000,22020000,CF02010000,500000,500000,CF02
#1016,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,МУЛЬТИКАРТА_11_ЧИСЛЕННОСТЬ,Процессинг,СУР_____,\N,0.22,true,false,\N,0,0,0,614754.09836066,0,0,614754.09836066,0,0,614754.09836066,0,0,614754.09836066,2459016.3934426,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,750000,0,0,750000,0,0,750000,0,0,750000,3000000,11020000,CF02010000,2459016.39344264,3000000,CF02
#1017,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Сопровождение Системы файлового обмена SDF,\N,0.22,true,false,\N,0,0,0,409836.06557377,0,0,0,0,0,409836.06557377,0,0,0,819672.13114754,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,500000,0,0,0,0,0,500000,0,0,0,1000000,11020000,CF02010000,819672.13114754,1000000,CF02
#1018,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Октопус_____,\N,0.22,true,false,\N,0,0,0,204918.03278689,0,0,204918.03278689,0,0,204918.03278689,0,0,204918.03278689,819672.13114754,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,0,0,250000,0,0,250000,0,0,250000,0,0,250000,1000000,11020000,CF02010000,819672.13114756,1000000,CF02
#1019,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Центр сопровождения клиентов,Центр сопровождения клиентов,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020403 | Услуги по поддержке лицензионного ПО,\N,11020403 | Поддержка лицензионного ПО,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_ЦБ,МУЛЬТИКАРТА_11_ЦБ,Процессинг,Поддержка ДБО,\N,0,true,false,\N,0,1381447.9825799,1409076.9422315,1437258.4810761,1466003.6506976,1495323.7237116,1525230.1981858,1555734.8021496,1586849.4981925,1618586.4881564,1650958.2179195,1683977.3822779,1717656.9299235,18528104.297102,\N,CF02010300|Услуги по поддержке лицензионного ПО,CF02010300|Услуги по поддержке лицензионного ПО,1381447.9825799,1409076.9422315,1437258.4810761,1466003.6506976,1495323.7237116,1525230.1981858,1555734.8021496,1586849.4981925,1618586.4881564,1650958.2179195,1683977.3822779,1717656.9299235,18528104.297102,11020000,CF02010000,15737579.3722905,15737579.3722905,CF02
#1020,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020410 | Прочий субподряд,\N,11020410 | Прочий субподряд,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_IPSP,МУЛЬТИКАРТА_11_IPSP,Процессинг,Лаборатория по извлечению информации,\N,0,true,false,\N,0,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,60000,\N,CF02011000|Прочий субподряд,CF02011000|Прочий субподряд,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,60000,11020000,CF02010000,50000,50000,CF02
#1021,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент контроля рисков,Департамент контроля рисков,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,МУЛЬТИКАРТА_11_АВТОРИЗАЦИИ,Процессинг,Поддержка платежных криптографических модулей HSM Thales_____,\N,0.22,true,false,\N,0,0,0,0,0,0,0,0,0,0,0,4098360.6557377,0,4098360.6557377,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,0,0,0,0,0,0,0,0,0,0,5000000,0,5000000,11020000,CF02010000,4098360.6557377,5000000,CF02
#1022,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Каналы связи,\N,0.22,true,false,\N,0,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,68306.010928962,819672.13114754,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,83333.333333333,1000000,11020000,CF02010000,683060.1092896202,833333.3333333301,CF02
#1023,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Разовые расходы на обслуживание ОС инфраструктуры ЦОД СПБ и МСК,\N,0.22,true,false,\N,0,0,0,2049180.3278688,0,0,2049180.3278688,0,0,2049180.3278688,0,0,2049180.3278688,8196721.3114754,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,0,0,2500000,0,0,2500000,0,0,2500000,0,0,2500000,10000000,11020000,CF02010000,8196721.3114752,10000000,CF02
#1024,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Обслуживание кондиционеров ЦОД СПБ,\N,0.22,true,false,\N,0,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,109289.61748634,1311475.4098361,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,133333.33333333,1600000,11020000,CF02010000,1092896.1748634,1333333.3333333,CF02
#1025,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Направление по обеспечению безопасности,Направление по обеспечению безопасности,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,22020500 | Расходы на приобретение IT оборудования,\N,22020500 | Расходы на приобретение IT оборудования,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Мультикарта_Направление по обеспечению безопасности_Бюджет МВЗ,Внутренние проекты,ТО систем безопасности в трех офисах ООО АТТИК СБ,\N,0,true,false,\N,0,0,0,125000,0,0,125000,0,0,125000,0,0,125000,500000,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,0,0,125000,0,0,125000,0,0,125000,0,0,125000,500000,22020000,CF02010000,500000,500000,CF02
#1026,Не заполнен Фин.клиент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",Домен Сервионика,БЕ Сервионика,\N,СЕРВИОНИКА ООО,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,Обслуживание инженерной инфраструктуры ЦОД_____,\N,0.22,true,false,\N,0,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,284234.42622951,3410813.1147541,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,346766,346766,346766,346766,346766,346766,346766,346766,346766,346766,346766,346766,4161192,11020000,CF02010000,2842344.2622951,3467660,CF02
#1027,Не заполнен Фин.клиент | Не заполнен контрагент |,Домен Иннотех,\N,БЕ Мультикарта,\N,Департамент процессинга,Департамент процессинга,ПРОЦЕССИНГ,Нет продукта,\N,\N,Банк,11020404 | Услуги по сопровождению/поддержке клиентов,\N,11020404 | Сопровождение/поддержка клиентов,"ООО ""МУЛЬТИКАРТА""",\N,\N,\N,\N,\N,Процессинг,\N,МУЛЬТИКАРТА_11_СЕРВЕРА,МУЛЬТИКАРТА_11_СЕРВЕРА,Процессинг,"Поддержка крипто-шлюзов (ViPNet, Sterra)",\N,0.22,true,false,\N,0,819672.13114754,0,0,819672.13114754,0,0,819672.13114754,0,0,819672.13114754,0,0,3278688.5245902,\N,CF02010400|Услуги по сопровождению/поддержке клиентов,CF02010400|Услуги по сопровождению/поддержке клиентов,1000000,0,0,1000000,0,0,1000000,0,0,1000000,0,0,4000000,11020000,CF02010000,2459016.39344262,3000000,CF02
