employee_id,snapshot_date,hire_date,termination_date,attrition_90d,contact_center,project,team,tenure_months,shift_type,workload_pct,overtime_hours_30d,absence_days_90d,late_shifts_90d,schedule_adherence_pct,productivity_score,quality_score,csat_score,engagement_score,manager_changed_90d,training_hours_90d,exit_reason
SYN-01440,2024-08-08,2021-01-26,,0,Казань,Удержание,Команда 09,43,Дневная,64.86,18.02,0,1,91.64,86.64,76.99,4.08,83.37,0,10.66,
SYN-01441,2025-07-02,2021-04-24,,0,Москва,Поддержка,Команда 09,51,Смешанная,98.3,15.11,4,0,89.67,87.5,93.35,4.0,68.59,0,9.57,
SYN-01442,2025-12-06,2023-03-22,,0,Казань,Поддержка,Команда 10,33,Ночная,81.17,6.53,2,2,89.39,75.66,86.96,4.73,83.12,0,7.32,
SYN-01443,2026-03-08,2021-08-01,,0,Омск,Продажи,Команда 10,56,Ночная,118.57,23.42,4,0,88.02,74.28,70.08,4.98,71.51,0,14.28,
SYN-01444,2025-07-02,2022-03-20,,0,Омск,Удержание,Команда 12,40,Смешанная,57.21,0.97,0,1,90.44,81.66,84.68,4.02,36.13,0,5.94,
SYN-01445,2024-07-03,2020-04-25,,0,Москва,Продажи,Команда 05,51,Дневная,88.5,13.64,7,1,78.49,76.24,83.0,3.81,61.6,0,0.96,
SYN-01446,2024-12-04,2023-12-10,2025-02-18,1,Омск,Поддержка,Команда 12,12,Дневная,71.09,4.01,8,7,74.74,74.58,84.56,4.44,52.85,0,13.53,Низкая вовлечённость
SYN-01447,2026-02-11,2024-02-22,,0,Москва,Продажи,Команда 06,24,Ночная,106.27,8.0,0,2,94.97,86.08,82.25,4.19,84.35,0,3.79,
SYN-01448,2025-05-02,2024-11-03,2025-06-11,1,Омск,Продажи,Команда 09,6,Смешанная,79.24,15.65,2,0,97.48,73.28,71.21,3.91,75.45,0,7.95,Смена работодателя
SYN-01449,2025-02-14,2024-07-19,,0,Казань,Поддержка,Команда 10,7,Дневная,82.88,15.46,2,3,85.64,73.12,81.55,4.36,60.29,0,7.75,
SYN-01450,2024-10-11,2022-05-25,,0,Омск,Удержание,Команда 08,29,Смешанная,92.66,16.94,4,6,84.27,77.48,84.76,4.47,51.84,0,3.54,
SYN-01451,2025-05-12,2023-05-23,,0,Омск,Поддержка,Команда 09,24,Дневная,71.09,4.87,5,1,88.45,90.18,77.76,4.56,83.61,0,13.98,
SYN-01452,2025-05-21,2022-08-05,2025-06-05,1,Москва,Поддержка,Команда 12,34,Ночная,86.52,20.26,1,2,92.5,84.61,80.8,4.98,48.18,0,5.9,Низкая вовлечённость
SYN-01453,2024-04-17,2020-01-09,,0,Москва,Поддержка,Команда 09,52,Смешанная,101.64,28.36,1,0,90.15,79.63,80.26,4.33,87.25,0,6.42,
SYN-01454,2024-12-17,2020-07-11,,0,Москва,Продажи,Команда 07,54,Смешанная,110.42,18.78,4,2,84.38,84.81,81.8,4.32,79.48,0,14.61,
SYN-01455,2024-07-08,2022-04-20,,0,Казань,Удержание,Команда 10,27,Ночная,90.55,7.41,8,0,82.21,91.82,78.53,5,55.18,0,14.1,
SYN-01456,2025-11-08,2021-03-04,,0,Казань,Продажи,Команда 11,57,Дневная,82.73,13.14,1,1,88.9,93.93,89.42,4.76,80.93,1,4.24,
SYN-01457,2024-11-04,2020-08-27,,0,Казань,Поддержка,Команда 03,51,Дневная,70.22,20.14,0,4,85.5,76.7,89.36,4.4,55.87,0,4.7,
SYN-01458,2024-09-06,2024-04-09,,0,Москва,Продажи,Команда 04,5,Смешанная,100.07,6.68,0,0,87.34,92.1,88.37,4.37,51.17,0,7.9,
SYN-01459,2025-06-06,2021-11-24,,0,Москва,Продажи,Команда 10,43,Смешанная,84.98,0,0,1,93.27,78.02,95.5,5,62.44,0,5.84,
SYN-01460,2024-11-11,2022-02-25,,0,Москва,Поддержка,Команда 01,33,Смешанная,113.47,5.76,0,0,94.49,78.83,81.64,4.52,80.51,0,0,
SYN-01461,2025-06-10,2021-10-29,,0,Омск,Удержание,Команда 01,44,Дневная,80.93,10.49,0,3,92.78,61.86,100,4.02,64.27,0,4.94,
SYN-01462,2024-04-17,2021-06-02,2024-06-08,1,Москва,Поддержка,Команда 08,35,Дневная,82.96,15.69,5,0,89.99,78.98,81.56,3.57,32.01,1,6.48,Низкая вовлечённость
SYN-01463,2024-07-01,2021-06-17,,0,Казань,Удержание,Команда 04,37,Ночная,81.79,25.31,1,1,90.42,82.5,90.83,4.77,61.77,0,16.23,
SYN-01464,2024-03-17,2024-01-17,,0,Москва,Продажи,Команда 08,2,Смешанная,98.99,15.19,1,0,92.0,76.47,95.38,4.37,55.5,0,4.73,
SYN-01465,2024-12-18,2020-07-12,,0,Казань,Удержание,Команда 07,54,Дневная,71.12,17.31,9,1,83.84,84.89,78.2,3.81,48.45,0,7.13,
SYN-01466,2025-03-14,2023-05-24,,0,Омск,Продажи,Команда 01,22,Дневная,72.69,13.95,0,1,90.48,76.65,95.29,4.05,59.62,0,6.54,
SYN-01467,2025-05-02,2021-02-22,,0,Омск,Продажи,Команда 02,51,Дневная,75.1,17.57,1,1,91.82,66.87,78.28,4.51,59.56,0,5.5,
SYN-01468,2024-04-09,2021-10-22,2024-05-15,1,Москва,Удержание,Команда 12,30,Дневная,90.56,1.97,1,3,95.93,86.08,87.93,4.23,64.73,0,5.09,Личные причины
SYN-01469,2025-03-07,2025-01-06,2025-05-08,1,Омск,Продажи,Команда 12,2,Дневная,75.13,12.36,0,0,95.97,80.86,89.02,4.21,85.78,0,6.51,Личные причины
SYN-01470,2025-04-20,2022-06-05,,0,Казань,Поддержка,Команда 04,35,Дневная,83.65,12.03,2,4,88.96,87.76,97.85,4.2,63.18,1,6.0,
SYN-01471,2026-02-13,2024-08-22,,0,Москва,Поддержка,Команда 06,18,Дневная,67.15,7.04,2,0,89.89,71.95,96.3,4.31,65.2,0,7.13,
SYN-01472,2024-06-16,2023-01-23,,0,Москва,Удержание,Команда 07,17,Дневная,73.89,11.84,3,3,83.19,77.7,71.31,3.98,65.83,0,11.96,
SYN-01473,2025-07-14,2021-10-03,,0,Казань,Поддержка,Команда 09,46,Дневная,68.06,14.41,9,1,81.25,88.96,92.28,4.45,47.01,0,0,
SYN-01474,2024-12-08,2022-11-19,,0,Казань,Поддержка,Команда 02,25,Дневная,75.42,7.13,3,1,91.25,79.23,85.02,4.66,46.63,0,4.59,
SYN-01475,2026-03-14,2026-02-12,,0,Омск,Продажи,Команда 03,1,Дневная,95.8,1.54,0,0,94.27,88.45,83.89,3.81,77.58,0,13.54,
SYN-01476,2026-01-20,2021-11-12,2026-03-02,1,Омск,Удержание,Команда 06,51,Дневная,112.03,13.41,3,0,96.61,92.68,87.49,4.19,71.05,0,10.94,Смена графика
SYN-01477,2025-11-17,2025-04-21,,0,Казань,Удержание,Команда 09,7,Ночная,83.12,4.33,2,0,100,68.28,84.78,4.53,87.06,0,13.68,
SYN-01478,2025-05-07,2021-05-28,,0,Москва,Продажи,Команда 09,48,Ночная,101.7,13.12,5,1,89.45,97.53,87.33,4.8,51.28,1,3.72,
SYN-01479,2025-02-03,2021-01-25,2025-02-13,1,Казань,Поддержка,Команда 10,49,Дневная,113.25,30.98,6,12,79.15,98.8,85.31,4.15,77.62,0,12.33,Высокая нагрузка
SYN-01480,2026-01-15,2024-05-25,,0,Казань,Удержание,Команда 03,20,Смешанная,76.87,13.28,0,0,89.88,86.03,84.53,4.13,65.65,1,0.22,
SYN-01481,2024-01-06,2022-05-16,,0,Омск,Продажи,Команда 04,20,Ночная,110.11,17.0,1,3,90.11,75.0,97.16,4.36,73.11,0,7.29,
SYN-01482,2025-05-06,2024-05-11,,0,Казань,Удержание,Команда 12,12,Дневная,75.96,12.92,1,1,87.69,89.57,76.26,4.06,54.25,0,2.69,
SYN-01483,2025-06-18,2024-12-20,,0,Казань,Удержание,Команда 12,6,Ночная,78.79,23.58,0,0,97.98,76.54,71.81,3.99,64.82,0,13.32,
SYN-01484,2024-06-09,2024-03-11,,0,Москва,Продажи,Команда 03,3,Дневная,74.75,5.61,13,3,73.6,67.55,97.09,4.58,50.15,0,8.43,
SYN-01485,2025-12-20,2025-04-24,,0,Омск,Продажи,Команда 05,8,Дневная,97.93,15.18,11,0,85.6,87.44,76.66,4.6,78.04,1,5.33,
SYN-01486,2025-02-07,2020-11-30,,0,Омск,Удержание,Команда 01,51,Дневная,87.21,5.99,1,1,89.69,81.14,76.39,4.02,69.17,0,17.76,
SYN-01487,2026-02-03,2024-03-15,2026-04-15,1,Омск,Удержание,Команда 06,23,Дневная,80.69,17.56,0,3,88.93,75.7,82.79,4.0,56.53,0,16.85,Личные причины
SYN-01488,2024-06-08,2020-01-01,,0,Казань,Поддержка,Команда 04,54,Дневная,81.86,8.95,2,0,90.53,74.18,93.69,4.11,92.31,0,0.63,
SYN-01489,2025-04-14,2020-10-07,,0,Казань,Продажи,Команда 06,55,Дневная,113.05,16.82,3,1,85.61,81.82,81.17,3.58,69.01,0,10.07,
SYN-01490,2024-01-13,2022-05-23,2024-03-20,1,Москва,Поддержка,Команда 02,20,Ночная,86.39,7.44,0,3,93.64,84.94,98.0,4.23,75.14,0,0,Смена работодателя
SYN-01491,2026-01-13,2023-07-28,,0,Казань,Поддержка,Команда 10,30,Ночная,83.57,13.7,0,1,88.8,87.25,69.95,3.82,58.21,0,0,
SYN-01492,2025-05-04,2020-07-29,,0,Казань,Продажи,Команда 02,58,Дневная,73.2,9.77,0,4,91.93,74.33,82.34,4.27,70.2,0,12.8,
SYN-01493,2026-02-06,2025-01-12,,0,Казань,Удержание,Команда 05,13,Смешанная,104.98,0,1,6,95.74,87.79,83.98,4.68,74.11,0,3.76,
SYN-01494,2024-04-03,2020-12-20,,0,Казань,Поддержка,Команда 07,40,Смешанная,71.18,15.56,6,0,91.24,62.25,81.37,4.58,49.36,0,12.28,
SYN-01495,2025-10-12,2025-07-14,,0,Казань,Поддержка,Команда 11,3,Ночная,91.9,4.54,0,0,86.8,93.72,91.94,4.33,52.19,0,6.83,
SYN-01496,2025-12-12,2022-09-29,,0,Москва,Удержание,Команда 01,39,Смешанная,87.3,17.24,0,0,95.9,87.47,93.51,3.93,71.67,0,14.58,
SYN-01497,2024-05-13,2021-06-28,,0,Омск,Поддержка,Команда 04,35,Ночная,57.46,10.86,1,3,91.0,96.71,94.7,4.57,73.76,0,11.94,
SYN-01498,2024-05-10,2022-02-20,,0,Омск,Поддержка,Команда 03,27,Дневная,112.14,12.77,0,0,99.01,76.33,83.43,4.92,92.85,0,7.17,
SYN-01499,2025-09-21,2024-11-25,,0,Омск,Удержание,Команда 06,10,Дневная,105.93,7.04,3,0,82.95,81.28,83.76,4.07,80.26,0,6.59,
SYN-01500,2024-01-17,2022-07-26,2024-01-31,1,Омск,Поддержка,Команда 11,18,Смешанная,73.17,20.21,2,3,85.23,89.61,77.87,4.35,61.18,0,9.33,Смена графика
SYN-01501,2025-08-10,2020-11-04,,0,Москва,Удержание,Команда 01,58,Дневная,78.64,10.73,1,2,89.43,99.45,85.16,4.45,85.57,0,3.98,
SYN-01502,2025-04-18,2022-04-04,,0,Казань,Поддержка,Команда 08,37,Ночная,85.81,0,2,4,85.09,70.25,79.01,4.19,71.45,0,12.17,
SYN-01503,2024-06-21,2022-12-29,,0,Омск,Удержание,Команда 10,18,Смешанная,88.14,6.02,0,0,99.58,75.32,81.26,4.47,79.68,0,12.72,
SYN-01504,2024-01-06,2023-12-07,,0,Омск,Удержание,Команда 03,1,Ночная,95.93,8.25,0,3,92.44,74.43,86.73,3.84,52.25,1,7.36,
SYN-01505,2024-01-07,2023-04-12,,0,Омск,Продажи,Команда 07,9,Смешанная,74.04,7.57,1,5,88.01,60.33,83.18,4.37,62.58,0,7.96,
SYN-01506,2024-05-08,2022-09-16,,0,Москва,Удержание,Команда 10,20,Дневная,78.25,8.12,1,2,83.07,83.3,76.28,4.39,73.41,0,7.03,
SYN-01507,2024-03-04,2021-10-16,,0,Омск,Продажи,Команда 02,29,Дневная,104.01,8.84,0,0,97.72,96.67,94.8,4.8,68.75,0,3.18,
SYN-01508,2025-03-19,2023-09-26,,0,Омск,Продажи,Команда 08,18,Ночная,94.75,12.27,2,1,88.45,95.52,83.26,4.36,77.42,0,18.0,
SYN-01509,2026-01-02,2023-01-18,,0,Омск,Продажи,Команда 01,36,Ночная,110.62,0,8,2,81.68,76.13,88.66,4.82,80.52,0,5.24,
SYN-01510,2026-03-01,2025-10-02,,0,Омск,Поддержка,Команда 11,5,Дневная,84.13,26.06,1,1,94.97,79.98,94.4,4.7,56.56,0,2.65,
SYN-01511,2024-02-06,2022-01-17,,0,Омск,Продажи,Команда 08,25,Ночная,111.25,12.26,3,1,91.84,96.02,83.39,3.88,46.04,0,14.4,
SYN-01512,2025-11-21,2022-05-11,,0,Омск,Удержание,Команда 06,43,Смешанная,77.5,0,7,5,81.05,80.23,80.25,4.09,85.15,0,4.08,
SYN-01513,2025-08-15,2025-04-17,,0,Москва,Удержание,Команда 03,4,Дневная,69.36,3.51,0,0,96.14,82.7,85.49,3.86,64.56,0,3.0,
SYN-01514,2025-02-04,2020-12-27,,0,Казань,Поддержка,Команда 06,50,Ночная,98.47,9.06,1,2,91.89,86.76,93.64,4.16,60.23,1,13.98,
SYN-01515,2025-07-17,2020-12-10,,0,Москва,Продажи,Команда 12,56,Дневная,90.4,2.01,0,0,99.68,92.15,74.79,4.71,81.84,0,7.8,
SYN-01516,2025-11-04,2022-10-21,,0,Москва,Удержание,Команда 07,37,Дневная,80.08,14.68,3,2,91.44,82.61,87.6,4.64,67.75,0,10.09,
SYN-01517,2025-06-18,2023-04-30,,0,Москва,Удержание,Команда 05,26,Смешанная,70.43,14.55,5,2,96.48,71.69,80.73,4.54,62.69,0,3.57,
SYN-01518,2024-08-01,2020-07-23,,0,Москва,Продажи,Команда 06,49,Ночная,71.56,0,0,0,99.39,83.55,91.01,4.19,84.07,0,10.16,
SYN-01519,2024-05-11,2021-12-23,,0,Москва,Продажи,Команда 09,29,Ночная,95.87,7.48,0,0,93.48,97.39,84.98,4.35,60.25,0,6.26,
SYN-01520,2025-04-18,2024-07-22,,0,Москва,Удержание,Команда 12,9,Ночная,99.6,0,0,0,96.91,95.91,81.61,4.4,66.04,1,12.44,
SYN-01521,2025-11-19,2022-07-08,,0,Омск,Удержание,Команда 11,41,Ночная,106.32,22.96,1,1,93.12,91.57,82.47,4.79,62.94,0,7.57,
SYN-01522,2024-04-01,2023-01-07,,0,Москва,Поддержка,Команда 06,15,Смешанная,77.82,12.43,2,3,90.06,86.83,73.73,4.22,46.85,1,6.91,
SYN-01523,2025-09-11,2024-12-15,2025-11-25,1,Казань,Удержание,Команда 03,9,Дневная,72.37,19.45,1,3,92.44,72.02,100,4.07,56.97,0,8.7,Смена графика
SYN-01524,2025-09-10,2022-04-29,,0,Москва,Поддержка,Команда 06,41,Ночная,78.47,6.75,0,0,92.71,75.59,75.96,4.96,55.35,0,16.67,
SYN-01525,2025-02-08,2020-06-04,,0,Москва,Поддержка,Команда 06,57,Дневная,97.23,11.36,2,0,88.64,74.08,86.08,4.65,45.96,0,7.92,
SYN-01526,2024-09-01,2021-05-20,,0,Казань,Удержание,Команда 05,40,Дневная,91.55,25.12,0,2,95.34,100,84.85,4.53,73.1,0,3.72,
SYN-01527,2024-02-13,2023-01-19,,0,Казань,Удержание,Команда 08,13,Дневная,67.95,0.92,0,3,90.68,67.5,100,4.19,78.09,0,3.23,
SYN-01528,2025-08-03,2021-12-22,,0,Казань,Поддержка,Команда 08,44,Дневная,94.14,16.68,2,0,86.42,80.96,91.97,4.87,82.75,0,7.85,
SYN-01529,2024-12-05,2024-10-06,,0,Казань,Удержание,Команда 08,2,Дневная,92.91,11.29,5,1,79.63,90.28,85.54,5,63.21,1,13.62,
SYN-01530,2024-06-04,2023-10-08,2024-06-23,1,Москва,Удержание,Команда 06,8,Ночная,100.97,24.3,0,0,99.35,79.26,84.77,4.47,65.6,1,1.97,Высокая нагрузка
SYN-01531,2025-08-15,2023-01-28,,0,Москва,Удержание,Команда 08,31,Ночная,78.49,16.03,0,0,88.9,90.93,90.66,4.65,77.95,0,8.61,
SYN-01532,2024-03-08,2023-03-14,,0,Казань,Поддержка,Команда 09,12,Ночная,87.16,17.35,0,2,87.01,73.9,79.28,4.43,54.22,0,2.5,
SYN-01533,2024-06-04,2021-12-17,,0,Омск,Продажи,Команда 02,30,Дневная,79.17,5.57,4,0,87.05,82.8,96.37,3.99,63.94,0,10.54,
SYN-01534,2025-06-17,2023-11-25,,0,Москва,Продажи,Команда 05,19,Смешанная,105.9,16.09,0,1,89.64,79.94,90.75,4.17,64.29,0,8.01,
SYN-01535,2025-05-19,2021-11-06,,0,Москва,Продажи,Команда 05,43,Дневная,91.75,0,0,3,89.64,87.51,94.15,3.74,62.23,0,3.73,
SYN-01536,2024-10-19,2022-01-03,,0,Омск,Удержание,Команда 01,34,Смешанная,81.85,0,0,3,93.33,82.89,82.84,4.52,54.44,0,6.0,
SYN-01537,2024-12-02,2022-01-17,,0,Омск,Удержание,Команда 02,35,Смешанная,65.68,17.48,3,2,90.12,97.89,90.59,4.88,72.66,0,0,
SYN-01538,2024-05-08,2024-01-09,,0,Москва,Продажи,Команда 07,4,Дневная,113.79,11.24,0,4,88.93,66.64,80.3,4.58,64.08,0,13.48,
SYN-01539,2025-05-02,2021-05-23,,0,Казань,Поддержка,Команда 03,48,Ночная,101.11,13.21,3,0,88.33,65.06,75.86,4.47,63.2,0,11.67,
SYN-01540,2025-11-09,2025-04-13,,0,Омск,Удержание,Команда 05,7,Дневная,74.48,4.25,14,0,79.88,76.39,82.39,3.89,74.29,0,0,
SYN-01541,2024-04-07,2021-04-23,,0,Казань,Поддержка,Команда 03,36,Смешанная,98.65,20.55,3,4,86.86,70.41,86.55,3.92,70.0,0,0.29,
SYN-01542,2024-07-15,2021-07-01,,0,Москва,Поддержка,Команда 12,37,Ночная,92.29,10.75,5,0,88.95,65.32,92.08,4.44,45.73,0,11.26,
SYN-01543,2024-12-18,2022-11-29,2025-02-01,1,Казань,Поддержка,Команда 05,25,Дневная,78.11,9.83,1,0,87.51,77.65,85.94,3.6,44.66,0,3.57,Низкая вовлечённость
SYN-01544,2024-10-01,2024-06-03,,0,Омск,Продажи,Команда 03,4,Дневная,83.12,16.45,2,0,94.11,85.39,75.76,3.95,62.87,0,3.15,
SYN-01545,2024-07-13,2021-10-27,,0,Омск,Удержание,Команда 07,33,Дневная,64.06,0.47,3,0,93.69,90.51,84.6,4.1,82.68,0,5.79,
SYN-01546,2024-05-18,2023-08-22,,0,Москва,Продажи,Команда 11,9,Дневная,90.52,10.67,1,0,93.05,78.81,84.34,4.31,55.89,0,5.96,
SYN-01547,2025-11-10,2024-12-15,,0,Москва,Продажи,Команда 12,11,Дневная,109.72,23.32,0,0,93.22,86.18,90.47,4.12,66.63,0,6.65,
SYN-01548,2024-01-01,2021-12-12,,0,Москва,Удержание,Команда 07,25,Дневная,82.45,20.14,1,2,92.65,90.52,75.31,3.72,49.77,0,16.47,
SYN-01549,2025-05-11,2024-07-15,,0,Казань,Поддержка,Команда 05,10,Дневная,90.15,10.65,0,1,91.9,72.4,78.31,4.51,66.23,0,9.1,
SYN-01550,2026-01-20,2022-12-07,,0,Казань,Удержание,Команда 05,38,Дневная,84.78,5.98,4,1,88.16,91.36,87.53,4.08,61.18,0,4.25,
SYN-01551,2024-07-20,2022-09-29,,0,Омск,Удержание,Команда 10,22,Дневная,77.35,10.74,4,5,75.54,70.65,93.98,4.69,54.91,0,7.84,
SYN-01552,2024-08-03,2023-02-10,,0,Омск,Поддержка,Команда 12,18,Дневная,73.9,11.87,0,2,94.73,77.96,86.62,4.39,92.42,0,6.35,
SYN-01553,2024-04-15,2020-10-03,,0,Москва,Поддержка,Команда 02,43,Дневная,88.14,9.47,0,3,96.73,83.39,100,3.89,84.57,0,1.61,
SYN-01554,2025-09-01,2022-11-16,,0,Москва,Поддержка,Команда 08,34,Дневная,76.29,12.02,2,4,89.27,73.92,86.87,3.97,72.88,0,5.56,
SYN-01555,2024-05-05,2020-01-27,,0,Москва,Удержание,Команда 11,52,Ночная,90.86,2.82,1,2,90.22,74.32,87.28,4.55,93.52,0,9.96,
SYN-01556,2024-02-15,2024-01-16,,0,Казань,Удержание,Команда 04,1,Дневная,80.3,19.32,5,7,80.24,91.29,90.47,3.71,78.96,0,15.66,
SYN-01557,2025-01-07,2022-12-19,,0,Казань,Удержание,Команда 03,25,Дневная,85.36,25.38,2,2,89.79,72.81,89.4,4.43,37.77,0,9.21,
SYN-01558,2024-08-09,2019-12-04,,0,Омск,Продажи,Команда 05,57,Дневная,92.9,11.21,1,4,93.24,76.15,94.21,5,70.33,0,2.27,
SYN-01559,2025-01-14,2022-08-28,,0,Омск,Поддержка,Команда 08,29,Ночная,88.74,8.09,3,0,83.37,80.58,87.5,4.16,76.48,0,0,
SYN-01560,2024-06-03,2019-09-28,,0,Казань,Поддержка,Команда 01,57,Ночная,96.3,0,1,0,88.0,68.38,90.48,4.12,90.83,0,8.84,
SYN-01561,2025-09-15,2022-11-30,,0,Казань,Поддержка,Команда 10,34,Дневная,75.77,5.69,10,2,82.91,83.77,63.92,3.93,74.5,0,7.17,
SYN-01562,2026-01-09,2023-04-25,,0,Омск,Продажи,Команда 08,33,Дневная,82.33,7.05,2,2,85.46,96.0,81.93,4.39,65.13,0,3.56,
SYN-01563,2025-06-10,2022-05-27,,0,Казань,Поддержка,Команда 10,37,Дневная,83.24,5.16,5,1,91.71,72.63,79.08,3.66,67.38,1,4.44,
SYN-01564,2025-02-09,2022-11-22,,0,Москва,Удержание,Команда 08,27,Дневная,85.19,3.61,3,1,83.2,76.05,75.7,4.54,90.87,0,11.52,
SYN-01565,2026-03-01,2023-06-15,2026-03-29,1,Москва,Продажи,Команда 02,33,Дневная,96.91,24.42,2,6,94.0,74.52,85.16,5,68.84,0,10.19,Высокая нагрузка
SYN-01566,2025-02-14,2021-04-06,2025-05-06,1,Москва,Продажи,Команда 02,47,Дневная,78.38,27.27,0,8,81.33,82.16,88.76,4.58,53.65,0,6.99,Низкая вовлечённость
SYN-01567,2025-06-09,2023-10-18,,0,Москва,Удержание,Команда 06,20,Ночная,104.15,20.43,2,1,93.62,73.15,100,4.28,60.15,0,7.14,
SYN-01568,2025-02-13,2024-08-17,,0,Казань,Продажи,Команда 07,6,Дневная,111.58,8.24,8,2,88.62,84.81,81.81,3.98,75.31,0,13.4,
SYN-01569,2025-02-15,2020-03-13,,0,Москва,Удержание,Команда 12,60,Смешанная,91.49,14.61,1,4,85.88,76.22,88.39,3.88,69.82,0,0,
SYN-01570,2025-12-06,2022-03-27,,0,Казань,Поддержка,Команда 12,45,Смешанная,82.82,11.4,2,0,94.34,83.04,87.29,4.39,64.21,0,18.56,
SYN-01571,2025-01-15,2022-04-01,,0,Москва,Поддержка,Команда 04,34,Дневная,78.51,19.67,0,2,92.21,86.15,88.27,4.06,78.64,0,5.03,
SYN-01572,2025-01-21,2024-04-26,,0,Омск,Поддержка,Команда 12,9,Смешанная,75.05,17.65,1,3,100,90.65,77.93,5,49.13,0,5.66,
SYN-01573,2024-08-02,2023-12-06,,0,Омск,Удержание,Команда 02,8,Дневная,93.75,3.16,2,0,87.36,78.13,85.29,4.7,40.76,0,11.87,
SYN-01574,2025-12-06,2021-03-02,,0,Казань,Удержание,Команда 09,58,Смешанная,91.71,12.01,1,1,85.14,71.36,83.3,4.58,54.69,1,13.91,
SYN-01575,2026-03-07,2023-01-22,,0,Омск,Поддержка,Команда 03,38,Ночная,94.16,3.15,0,7,93.3,62.74,85.06,3.84,75.6,1,12.59,
SYN-01576,2026-02-16,2022-09-05,,0,Москва,Поддержка,Команда 08,42,Дневная,96.28,0,0,0,96.35,88.23,94.39,4.66,76.53,0,1.2,
SYN-01577,2024-02-04,2021-01-20,,0,Омск,Удержание,Команда 01,37,Дневная,86.7,4.58,0,0,89.1,88.44,85.42,4.59,67.87,0,4.95,
SYN-01578,2025-09-12,2021-10-03,,0,Москва,Продажи,Команда 04,48,Дневная,89.64,15.92,2,0,87.69,91.13,75.57,4.46,65.15,1,1.99,
SYN-01579,2025-12-17,2023-05-02,,0,Омск,Поддержка,Команда 11,32,Дневная,104.38,16.03,0,5,89.42,68.39,87.52,4.15,66.74,0,6.66,
SYN-01580,2024-07-02,2021-10-16,,0,Казань,Продажи,Команда 06,33,Ночная,109.64,11.47,1,1,93.52,82.91,82.28,3.83,62.91,0,10.62,
SYN-01581,2026-03-20,2021-04-15,,0,Омск,Поддержка,Команда 03,60,Смешанная,71.59,25.53,2,3,84.77,67.21,83.53,4.2,81.51,0,17.37,
SYN-01582,2024-04-14,2020-10-02,,0,Казань,Поддержка,Команда 04,43,Дневная,116.72,25.71,0,2,90.23,78.8,90.27,4.65,56.08,1,9.2,
SYN-01583,2026-03-16,2021-06-10,,0,Казань,Продажи,Команда 08,58,Смешанная,71.99,1.82,3,0,91.88,77.89,83.91,4.35,83.32,0,2.55,
SYN-01584,2026-03-05,2024-01-15,2026-03-19,1,Казань,Поддержка,Команда 09,26,Дневная,89.74,1.99,2,3,84.55,100,96.4,4.22,61.1,0,15.04,Личные причины
SYN-01585,2025-10-09,2023-12-19,,0,Москва,Поддержка,Команда 04,22,Смешанная,93.22,11.36,6,3,75.82,83.18,79.4,3.94,71.5,0,7.87,
SYN-01586,2025-10-19,2022-06-07,,0,Омск,Продажи,Команда 07,41,Дневная,120.16,23.56,0,9,86.28,83.2,81.38,4.39,70.93,0,3.89,
SYN-01587,2024-02-13,2023-03-20,2024-03-31,1,Москва,Продажи,Команда 12,11,Ночная,76.91,7.18,0,2,83.76,81.67,94.72,4.1,88.36,0,0,Личные причины
SYN-01588,2025-07-07,2020-10-31,,0,Омск,Поддержка,Команда 12,57,Смешанная,91.3,8.25,0,4,87.18,82.19,88.3,4.42,77.67,0,1.34,
SYN-01589,2025-04-17,2023-04-28,,0,Казань,Удержание,Команда 12,24,Дневная,75.55,4.74,0,1,90.03,79.68,79.66,4.25,78.89,0,8.3,
SYN-01590,2024-11-15,2022-09-27,2025-01-29,1,Москва,Удержание,Команда 02,26,Смешанная,81.51,20.85,3,2,94.92,83.82,79.77,4.24,51.08,1,3.5,Низкая вовлечённость
SYN-01591,2024-11-09,2022-09-21,,0,Москва,Продажи,Команда 10,26,Смешанная,87.57,12.71,1,3,88.77,92.33,89.76,3.81,78.56,0,9.8,
SYN-01592,2025-08-06,2023-09-16,,0,Омск,Продажи,Команда 05,23,Дневная,79.49,8.71,4,3,84.62,85.69,85.99,4.29,67.37,0,13.54,
SYN-01593,2025-12-16,2024-11-21,,0,Казань,Продажи,Команда 12,13,Дневная,74.58,19.38,1,4,90.18,87.34,85.65,4.36,79.3,0,12.41,
SYN-01594,2024-12-06,2020-05-01,,0,Казань,Продажи,Команда 10,56,Ночная,94.64,3.76,0,1,93.23,95.21,98.67,4.47,80.13,0,10.69,
SYN-01595,2025-09-08,2023-10-19,,0,Москва,Поддержка,Команда 04,23,Дневная,61.53,0,4,3,84.68,74.13,80.92,4.4,56.55,0,0.34,
SYN-01596,2024-06-21,2020-01-14,,0,Омск,Удержание,Команда 12,54,Ночная,90.53,1.46,1,2,95.15,75.62,84.4,4.5,67.29,0,8.02,
SYN-01597,2024-04-03,2019-06-29,,0,Москва,Продажи,Команда 01,58,Смешанная,86.3,2.81,0,0,88.82,69.39,98.83,4.13,79.26,0,8.49,
SYN-01598,2025-11-20,2021-05-15,,0,Москва,Продажи,Команда 06,55,Смешанная,60.61,10.22,5,0,86.74,73.71,88.35,4.24,89.17,0,0.18,
